"Supplier Name","Supplier Account","Currency","Settlement Date","Reference","ID","Issue Date","Due Date","Type","Counterparty Name","Discount ID","Activity Type","Remit Type","Remit No","Remit Date","Pay Date","Invoice Tenor","Net Amount","Gross Amount","Adj Amount","Disc Amount","PO No","Doc No","Comment","Adj Code","Add. Info.","Base Rate(%)","Spread Rate(%)","Discount Rate(%)","Discount Tenor","CM Adjusted","CM Adjusted Net Amount","Fee","Charge","Proceeds","Add. Info."
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","GR5981200405","2020-04-05","2020-07-06","92","1754.45","1754.45","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1754.45","0.00","9.41","1745.04",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","GS031Y200405","2020-04-05","2020-07-06","92","1668.25","1668.25","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1668.25","0.00","8.95","1659.30",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","GS5618200405","2020-04-05","2020-07-06","92","1823.79","1823.79","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1823.79","0.00","9.78","1814.01",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","HB399Q200405","2020-04-05","2020-07-06","92","997.07","997.07","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","997.07","0.00","5.35","991.72",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","HC250U200405","2020-04-05","2020-07-06","92","1984.00","1984.00","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1984.00","0.00","10.64","1973.36",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","HF4929200405","2020-04-05","2020-07-06","92","1972.69","1972.69","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1972.69","0.00","10.58","1962.11",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","HP700J200405","2020-04-05","2020-07-06","92","1243.61","1243.61","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1243.61","0.00","6.67","1236.94",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","HY0291200405","2020-04-05","2020-07-06","92","1082.34","1082.34","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1082.34","0.00","5.80","1076.54",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","IW370H200405","2020-04-05","2020-07-06","92","454.81","454.81","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","454.81","0.00","2.44","452.37",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JA003D200405","2020-04-05","2020-07-06","92","1557.68","1557.68","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1557.68","0.00","8.35","1549.33",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JA215B200405","2020-04-05","2020-07-06","92","1738.17","1738.17","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1738.17","0.00","9.32","1728.85",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JA6864200405","2020-04-05","2020-07-06","92","1980.03","1980.03","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1980.03","0.00","10.62","1969.41",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JB152X200405","2020-04-05","2020-07-06","92","615.64","615.64","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","615.64","0.00","3.30","612.34",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JB471H200405","2020-04-05","2020-07-06","92","1707.47","1707.47","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1707.47","0.00","9.16","1698.31",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JB868D200405","2020-04-05","2020-07-06","92","1113.84","1113.84","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1113.84","0.00","5.97","1107.87",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JB868D2004051","2020-04-05","2020-07-06","92","1624.34","1624.34","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1624.34","0.00","8.71","1615.63",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JC264K200405","2020-04-05","2020-07-06","92","2002.13","2002.13","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2002.13","0.00","10.74","1991.39",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JC3184200405","2020-04-05","2020-07-06","92","2204.47","2204.47","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2204.47","0.00","11.82","2192.65",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JC343Y200405","2020-04-05","2020-07-06","92","695.88","695.88","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","695.88","0.00","3.73","692.15",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JC381K200405","2020-04-05","2020-07-06","92","1984.00","1984.00","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1984.00","0.00","10.64","1973.36",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JC5649200405","2020-04-05","2020-07-06","92","1722.29","1722.29","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1722.29","0.00","9.24","1713.05",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JC908K2004051","2020-04-05","2020-07-06","92","120.32","120.32","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","120.32","0.00","0.65","119.67",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JD5490200405","2020-04-05","2020-07-06","92","1660.97","1660.97","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1660.97","0.00","8.91","1652.06",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JD6427200405","2020-04-05","2020-07-06","92","1875.12","1875.12","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1875.12","0.00","10.05","1865.07",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JE0859200405","2020-04-05","2020-07-06","92","1309.49","1309.49","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1309.49","0.00","7.02","1302.47",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JE327D200405","2020-04-05","2020-07-06","92","1871.41","1871.41","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1871.41","0.00","10.04","1861.37",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JF654H200405","2020-04-05","2020-07-06","92","1739.28","1739.28","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1739.28","0.00","9.33","1729.95",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JF810J200405","2020-04-05","2020-07-06","92","18.03","18.03","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","18.03","0.00","0.10","17.93",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JF9282200405","2020-04-05","2020-07-06","92","978.81","978.81","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","978.81","0.00","5.25","973.56",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JG252T200405","2020-04-05","2020-07-06","92","1798.56","1798.56","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1798.56","0.00","9.64","1788.92",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TF8496200405","2020-04-05","2020-07-06","92","2009.70","2009.70","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2009.70","0.00","10.78","1998.92",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TH1826200405","2020-04-05","2020-07-06","92","2332.60","2332.60","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2332.60","0.00","12.51","2320.09",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TD933N200405","2020-04-05","2020-07-06","92","1042.37","1042.37","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1042.37","0.00","5.59","1036.78",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TF4050200405","2020-04-05","2020-07-06","92","1880.23","1880.23","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1880.23","0.00","10.08","1870.15",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TG510P200405","2020-04-05","2020-07-06","92","1003.16","1003.16","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1003.16","0.00","5.38","997.78",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TH9236200405","2020-04-05","2020-07-06","92","1402.05","1402.05","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1402.05","0.00","7.52","1394.53",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TJ4111200405","2020-04-05","2020-07-06","92","1077.16","1077.16","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1077.16","0.00","5.78","1071.38",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TJ4616200405","2020-04-05","2020-07-06","92","1806.58","1806.58","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1806.58","0.00","9.69","1796.89",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TK2682200405","2020-04-05","2020-07-06","92","1771.84","1771.84","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1771.84","0.00","9.50","1762.34",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TL226G200405","2020-04-05","2020-07-06","92","1768.70","1768.70","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1768.70","0.00","9.48","1759.22",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TL5215200405","2020-04-05","2020-07-06","92","1587.20","1587.20","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1587.20","0.00","8.51","1578.69",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TM891F200405","2020-04-05","2020-07-06","92","1272.63","1272.63","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1272.63","0.00","6.82","1265.81",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TM920P200405","2020-04-05","2020-07-06","92","1722.98","1722.98","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1722.98","0.00","9.24","1713.74",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TM994V200405","2020-04-05","2020-07-06","92","25.77","25.77","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","25.77","0.00","0.14","25.63",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TO3325200405","2020-04-05","2020-07-06","92","1828.80","1828.80","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1828.80","0.00","9.81","1818.99",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TP540A200405","2020-04-05","2020-07-06","92","1688.71","1688.71","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1688.71","0.00","9.06","1679.65",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TR2044200405","2020-04-05","2020-07-06","92","1042.37","1042.37","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1042.37","0.00","5.59","1036.78",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TR799W200405","2020-04-05","2020-07-06","92","2087.04","2087.04","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2087.04","0.00","11.19","2075.85",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TS440Q200405","2020-04-05","2020-07-06","92","1726.15","1726.15","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1726.15","0.00","9.26","1716.89",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TS9167200405","2020-04-05","2020-07-06","92","2337.83","2337.83","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2337.83","0.00","12.54","2325.29",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TT076Y200405","2020-04-05","2020-07-06","92","1019.99","1019.99","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1019.99","0.00","5.47","1014.52",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TW1466200405","2020-04-05","2020-07-06","92","1871.58","1871.58","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1871.58","0.00","10.04","1861.54",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","LM77402004051","2020-04-05","2020-07-06","92","67.55","67.55","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","67.55","0.00","0.36","67.19",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","TW726S200405","2020-04-05","2020-07-06","92","2670.80","2670.80","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2670.80","0.00","14.32","2656.48",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","VD6959200405","2020-04-05","2020-07-06","92","1688.80","1688.80","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1688.80","0.00","9.06","1679.74",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","VG443N200405","2020-04-05","2020-07-06","92","1042.38","1042.38","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1042.38","0.00","5.59","1036.79",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","LL896K200405","2020-04-05","2020-07-06","92","1058.78","1058.78","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1058.78","0.00","5.68","1053.10",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","LM7740200405","2020-04-05","2020-07-06","92","1328.56","1328.56","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1328.56","0.00","7.12","1321.44",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","LM9811200405","2020-04-05","2020-07-06","92","1540.96","1540.96","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1540.96","0.00","8.26","1532.70",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","LM98112004051","2020-04-05","2020-07-06","92","147.74","147.74","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","147.74","0.00","0.79","146.95",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","LP0977200405","2020-04-05","2020-07-06","92","139.88","139.88","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","139.88","0.00","0.75","139.13",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","LP09772004051","2020-04-05","2020-07-06","92","1258.96","1258.96","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1258.96","0.00","6.75","1252.21",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","LR087E200405","2020-04-05","2020-07-06","92","2137.51","2137.51","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2137.51","0.00","11.46","2126.05",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","LR3170200405","2020-04-05","2020-07-06","92","1111.48","1111.48","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1111.48","0.00","5.96","1105.52",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","LS467G200405","2020-04-05","2020-07-06","92","2192.04","2192.04","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2192.04","0.00","11.75","2180.29",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","SH6297200405","2020-04-05","2020-07-06","92","921.83","921.83","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","921.83","0.00","4.94","916.89",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","SH964A200405","2020-04-05","2020-07-06","92","1809.83","1809.83","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1809.83","0.00","9.70","1800.13",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","SK277C200405","2020-04-05","2020-07-06","92","1002.60","1002.60","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1002.60","0.00","5.38","997.22",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","SL045B200405","2020-04-05","2020-07-06","92","1702.68","1702.68","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1702.68","0.00","9.13","1693.55",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","SL064R200405","2020-04-05","2020-07-06","92","26.06","26.06","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","26.06","0.00","0.14","25.92",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","SL064R2004051","2020-04-05","2020-07-06","92","1016.32","1016.32","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1016.32","0.00","5.45","1010.87",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","SL3098200405","2020-04-05","2020-07-06","92","912.18","912.18","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","912.18","0.00","4.89","907.29",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JP3169200405","2020-04-05","2020-07-06","92","109.20","109.20","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","109.20","0.00","0.59","108.61",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JP8669200405","2020-04-05","2020-07-06","92","1756.07","1756.07","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1756.07","0.00","9.42","1746.65",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JP31692004051","2020-04-05","2020-07-06","92","2074.80","2074.80","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2074.80","0.00","11.13","2063.67",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","JP516G200405","2020-04-05","2020-07-06","92","1004.99","1004.99","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1004.99","0.00","5.39","999.60",""
