"Supplier Name","Supplier Account","Currency","Settlement Date","Reference","ID","Issue Date","Due Date","Type","Counterparty Name","Discount ID","Activity Type","Remit Type","Remit No","Remit Date","Pay Date","Invoice Tenor","Net Amount","Gross Amount","Adj Amount","Disc Amount","PO No","Doc No","Comment","Adj Code","Add. Info.","Base Rate(%)","Spread Rate(%)","Discount Rate(%)","Discount Tenor","CM Adjusted","CM Adjusted Net Amount","Fee","Charge","Proceeds","Add. Info."
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","AP725N200405","2020-04-05","2020-07-06","92","1322.12","1322.12","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1322.12","0.00","7.09","1315.03",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","AP76962004051","2020-04-05","2020-07-06","92","528.64","528.64","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","528.64","0.00","2.83","525.81",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","AR369C200405","2020-04-05","2020-07-06","92","2028.31","2028.31","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2028.31","0.00","10.88","2017.43",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","OG4260200405","2020-04-05","2020-07-06","92","1463.93","1463.93","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1463.93","0.00","7.85","1456.08",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","OG642P200405","2020-04-05","2020-07-06","92","1388.79","1388.79","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1388.79","0.00","7.45","1381.34",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","NW969V2004051","2020-04-05","2020-07-06","92","1271.11","1271.11","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1271.11","0.00","6.82","1264.29",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","OC910U200405","2020-04-05","2020-07-06","92","894.56","894.56","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","894.56","0.00","4.80","889.76",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","OG642P2004051","2020-04-05","2020-07-06","92","594.20","594.20","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","594.20","0.00","3.19","591.01",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","OS274T200405","2020-04-05","2020-07-06","92","1809.89","1809.89","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1809.89","0.00","9.71","1800.18",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","OW964N200405","2020-04-05","2020-07-06","92","1064.24","1064.24","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1064.24","0.00","5.71","1058.53",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","PA769X200405","2020-04-05","2020-07-06","92","2668.65","2668.65","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2668.65","0.00","14.31","2654.34",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","PC978C200405","2020-04-05","2020-07-06","92","1077.89","1077.89","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1077.89","0.00","5.78","1072.11",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","PF867K200405","2020-04-05","2020-07-06","92","1541.89","1541.89","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1541.89","0.00","8.27","1533.62",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","PE89342004052","2020-04-05","2020-07-06","92","2095.53","2095.53","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2095.53","0.00","11.24","2084.29",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","PE8934200405","2020-04-05","2020-07-06","92","54.60","54.60","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","54.60","0.00","0.29","54.31",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","PE89342004051","2020-04-05","2020-07-06","92","245.70","245.70","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","245.70","0.00","1.32","244.38",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","PH134M200405","2020-04-05","2020-07-06","92","1279.18","1279.18","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1279.18","0.00","6.86","1272.32",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","PJ289C200405","2020-04-05","2020-07-06","92","1688.80","1688.80","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1688.80","0.00","9.06","1679.74",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","PM136U200405","2020-04-05","2020-07-06","92","1019.46","1019.46","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1019.46","0.00","5.47","1013.99",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","PM4669200405","2020-04-05","2020-07-06","92","1717.10","1717.10","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1717.10","0.00","9.21","1707.89",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","PM4703200405","2020-04-05","2020-07-06","92","2002.82","2002.82","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2002.82","0.00","10.74","1992.08",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","PN439F200405","2020-04-05","2020-07-06","92","1646.39","1646.39","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1646.39","0.00","8.83","1637.56",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","PN739P200405","2020-04-05","2020-07-06","92","1806.62","1806.62","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1806.62","0.00","9.69","1796.93",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","PP808K200405","2020-04-05","2020-07-06","92","2565.12","2565.12","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2565.12","0.00","13.75","2551.37",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","PR391H200405","2020-04-05","2020-07-06","92","1269.87","1269.87","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1269.87","0.00","6.81","1263.06",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","PS7008200405","2020-04-05","2020-07-06","92","1015.39","1015.39","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1015.39","0.00","5.44","1009.95",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","PY134X200405","2020-04-05","2020-07-06","92","1688.78","1688.78","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1688.78","0.00","9.06","1679.72",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","RA0013200405","2020-04-05","2020-07-06","92","3847.54","3847.54","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","3847.54","0.00","20.63","3826.91",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","AJ69832004051","2020-04-05","2020-07-06","92","772.60","772.60","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","772.60","0.00","4.14","768.46",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","QL662F200405","2020-04-05","2020-07-06","92","1376.63","1376.63","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1376.63","0.00","7.38","1369.25",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","QL662F2004051","2020-04-05","2020-07-06","92","34.03","34.03","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","34.03","0.00","0.18","33.85",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","QW095K200405","2020-04-05","2020-07-06","92","1305.92","1305.92","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1305.92","0.00","7.00","1298.92",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","RA3619200405","2020-04-05","2020-07-06","92","1618.91","1618.91","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1618.91","0.00","8.68","1610.23",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","RA440A200405","2020-04-05","2020-07-06","92","1668.31","1668.31","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1668.31","0.00","8.95","1659.36",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","RB356P200405","2020-04-05","2020-07-06","92","300.47","300.47","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","300.47","0.00","1.61","298.86",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","RB356P2004051","2020-04-05","2020-07-06","92","901.35","901.35","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","901.35","0.00","4.83","896.52",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","RB5136200405","2020-04-05","2020-07-06","92","1401.41","1401.41","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1401.41","0.00","7.51","1393.90",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","RB646C200405","2020-04-05","2020-07-06","92","1582.29","1582.29","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1582.29","0.00","8.48","1573.81",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","RC207S200405","2020-04-05","2020-07-06","92","1054.73","1054.73","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1054.73","0.00","5.66","1049.07",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","RC4735200405","2020-04-05","2020-07-06","92","1744.06","1744.06","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1744.06","0.00","9.35","1734.71",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","RC47352004051","2020-04-05","2020-07-06","92","44.12","44.12","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","44.12","0.00","0.24","43.88",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","RD4124200405","2020-04-05","2020-07-06","92","2163.76","2163.76","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2163.76","0.00","11.60","2152.16",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","RD9594200405","2020-04-05","2020-07-06","92","1290.45","1290.45","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1290.45","0.00","6.92","1283.53",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","RD8165200405","2020-04-05","2020-07-06","92","2097.52","2097.52","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2097.52","0.00","11.25","2086.27",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","RD81652004051","2020-04-05","2020-07-06","92","66.80","66.80","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","66.80","0.00","0.36","66.44",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","RD81652004052","2020-04-05","2020-07-06","92","26.72","26.72","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","26.72","0.00","0.14","26.58",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","RF0392200405","2020-04-05","2020-07-06","92","1688.64","1688.64","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1688.64","0.00","9.05","1679.59",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","RF064F200405","2020-04-05","2020-07-06","92","1871.46","1871.46","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1871.46","0.00","10.04","1861.42",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","RF865W200405","2020-04-05","2020-07-06","92","41.01","41.01","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","41.01","0.00","0.22","40.79",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","RG473D200405","2020-04-05","2020-07-06","92","1987.46","1987.46","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1987.46","0.00","10.66","1976.80",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","RH768P200405","2020-04-05","2020-07-06","92","1726.14","1726.14","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1726.14","0.00","9.26","1716.88",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","VG5357200405","2020-04-05","2020-07-06","92","1871.46","1871.46","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1871.46","0.00","10.04","1861.42",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","VG867S200405","2020-04-05","2020-07-06","92","74.40","74.40","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","74.40","0.00","0.40","74.00",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","VG867S2004051","2020-04-05","2020-07-06","92","1513.28","1513.28","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1513.28","0.00","8.11","1505.17",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","VN6302200405","2020-04-05","2020-07-06","92","1630.94","1630.94","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1630.94","0.00","8.75","1622.19",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","VN63022004051","2020-04-05","2020-07-06","92","133.60","133.60","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","133.60","0.00","0.72","132.88",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","VR729J200405","2020-04-05","2020-07-06","92","1446.73","1446.73","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1446.73","0.00","7.76","1438.97",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","VT720M200405","2020-04-05","2020-07-06","92","1151.69","1151.69","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1151.69","0.00","6.18","1145.51",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","VT720M2004051","2020-04-05","2020-07-06","92","30.05","30.05","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","30.05","0.00","0.16","29.89",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","WB543H200405","2020-04-05","2020-07-06","92","101.57","101.57","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","101.57","0.00","0.54","101.03",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","WB543H2004051","2020-04-05","2020-07-06","92","910.45","910.45","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","910.45","0.00","4.88","905.57",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","WB735Y200405","2020-04-05","2020-07-06","92","1702.94","1702.94","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1702.94","0.00","9.13","1693.81",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","WB893V200405","2020-04-05","2020-07-06","92","1497.18","1497.18","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1497.18","0.00","8.03","1489.15",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","WF2109200405","2020-04-05","2020-07-06","92","1809.81","1809.81","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1809.81","0.00","9.70","1800.11",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","WC370E200405","2020-04-05","2020-07-06","92","2564.00","2564.00","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","2564.00","0.00","13.75","2550.25",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","WC392R200405","2020-04-05","2020-07-06","92","12.88","12.88","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","12.88","0.00","0.07","12.81",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","WE283E200405","2020-04-05","2020-07-06","92","1400.81","1400.81","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1400.81","0.00","7.51","1393.30",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","WF337Y200405","2020-04-05","2020-07-06","92","1710.36","1710.36","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1710.36","0.00","9.17","1701.19",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","KP112N200405","2020-04-05","2020-07-06","92","1338.86","1338.86","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1338.86","0.00","7.18","1331.68",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","KP9775200405","2020-04-05","2020-07-06","92","1340.15","1340.15","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1340.15","0.00","7.19","1332.96",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","KM4807200405","2020-04-05","2020-07-06","92","1867.30","1867.30","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1867.30","0.00","10.01","1857.29",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","KN255S200405","2020-04-05","2020-07-06","92","3227.74","3227.74","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","3227.74","0.00","17.31","3210.43",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","KR883R200405","2020-04-05","2020-07-06","92","944.98","944.98","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","944.98","0.00","5.07","939.91",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","KS2238200405","2020-04-05","2020-07-06","92","1712.21","1712.21","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1712.21","0.00","9.18","1703.03",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","KS5600200405","2020-04-05","2020-07-06","92","1668.18","1668.18","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1668.18","0.00","8.95","1659.23",""
"AMERIT FLEET SOLUTIONS INC","1769959401","USD","2020-04-10","1716996_20","51319490","2020-04-09","2020-07-06","PAYMENT NOTIFICATION","AT AND T","7258538","DISCOUNT","IV","KT786F200405","2020-04-05","2020-07-06","92","1719.55","1719.55","0.00","0.00","","","","","","1.22","1.00","2.22","87","0.00","1719.55","0.00","9.22","1710.33",""
